STATION CODE,LOCATIONS,STATE,D.O. (mg/l),PH,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),WQI
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,7.5,7.2,1.6,2.25,21.0,52.52535391304348
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,6.9,6.6,1.96,1.4,4.0,47.77798231884057
2459,DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN,6.1,7.3,12.5,18.6,180.0,165.56853130434783
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,7.0,7.21111111111111,2.3,3.56125,267.8333333333333,66.97704358454105
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.6,7.49,2.09,0.26,151.0,69.04535318840581
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,6.3,7.9,2.4,6.41,4.0,79.23010405797103
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ODISHA,7.4,7.9,0.7,0.6,5323.0,177.55254086956523
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,1.8,7.2,40.6,15.4,57222.0,1712.1466237681163
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,6.5,7.2,1.1,0.17,33.0,53.14513014492755
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,7.01,6.71,1.4,0.4,262.0,49.84684133333333
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.2,7.7,1.3,2.41,3.0,64.53885768115941
1384,"MANIMALA AT THONDRA, KERALA",KERALA,7.1,7.0,0.8,0.71,540.0,55.3835284057971
1340,MANIMALA  AT KALLOOPARA,KERALA,7.4,6.9,0.9,0.56,575.0,53.972187536231885
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,5.1,7.6,26.5,6.6,20250.0,750.0140408695653
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,6.2,7.4,3.6,0.2,14.0,86.14519101449277
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.5,7.2,9.7,4.0,1328.0,164.1358663768116
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,4.8,7.6,10.4,0.1,32.0,153.54773507246378
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,7.4,6.7,1.03,0.15,89.0,40.58854086956522
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,6.79,6.65,1.64,0.4,294.0,52.70783063768117
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,5.4,7.6,1.4,0.1,3176.0,138.67865333333333
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,6.9,7.7,2.2,0.93,2.0,68.87317565217393
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.9,6.4,3.2,1.59,20.0,55.60491565217391
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,4.2,6.7,2.0,0.16,4448.0,162.93249681159423
2287,R ITHIKKARA AT ITHIKKARA,KERALA,7.4,7.3,0.8,1.2,570.0,59.892560869565216
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,7.2,6.3,1.6,0.41,13.0,41.04950144927536
1631,MYNTDU RIVER JOWAI,MEGHALAYA,7.0,7.0,2.4,3.03,1967.0,102.20338869565218
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,7.5,7.164,3.4,0.308,2511.222222222222,122.66321369082124
2298,R KUPPAM AT RAYAROM,KERALA,7.7,6.6,0.3,0.15,490.0,40.04482
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,6.1,7.1,3.1,0.3,4.0,70.24215641545892
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6.8,6.5,0.8,0.26,53.0,37.16570927536233
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,7.7,7.1,7.0,0.84,303.0,103.82966
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.0,7.8,1.1,1.47,3.0,65.36891826086958
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",PUNJAB,4.5,7.2,10.5,3.3,1100.0,172.51328260869565
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,7.2,6.696000000000001,0.8,0.25,0.25,40.24394911594203
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,7.0,7.5,1.7,0.06,32.0,61.04238869565218
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",GOA,6.2,6.8,1.7,0.61,8.0,52.27783768115942
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,5.6,7.5,34.5,12.15,22000.0,858.3794060869566
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,6.9,6.9,1.1,0.18,38.0,46.09181565217391
1565,"PAMBA DOWN, KERALA",KERALA,5.1,6.3,1.0,3.1,700.0,58.575194202898544
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,5.9,7.6,3.9,0.07,1200.0,122.07547855072464
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",MEGHALAYA,8.8,7.2,0.9,2.5077777777777777,26.0,40.26454718196457
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,3.1,7.2,13.2,4.41,2992.0,246.94202000000004
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,7.1,6.1,0.6,0.5,1300.0,54.995368405797095
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,8.6,6.56,2.42,0.28,24.0,43.28367872463768
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",PUNJAB,4.03,7.67,21.33,1.77,17433.0,669.6529113043479
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,6.7,7.7,3.1,0.22,123.0,80.43800289855072
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,6.24,7.25,0.86,1.27,3333.0,130.78215489855074
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,6.6,7.0,0.9,0.3,55.0,50.91185652173913
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,4.9,6.8,26.5,4.8,14000.0,598.1125747826087
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,6.9,6.9,0.5,0.23,393.0,48.61596231884057
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.4,7.3,10.0,4.2,4278.0,235.14348
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,7.1,7.0,0.6,0.64,338.0,49.089795072463765
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,5.8,7.4,0.6,0.73,4.0,55.2039055072464
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,7.2,6.88,1.9,0.226,476.8,60.93300411594202
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,8.1,7.977500000000001,3.0,0.63,7934.75,250.24800917391303
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,5.5,8.1,1.1,0.0,4.0,72.83933304347826
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,6.9,6.8,0.6,0.5,1916.0,82.03664231884059
2168,MITHI RIVER,MAHARASHTRA,3.2,7.4,46.0,1.67,908.0,495.64933971014494
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,6.3,7.4,0.6,0.88,98.0,54.50045072463768
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,7.0,7.2,1.0,0.4266666666666667,4.0,49.03760758454108
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,3.49,7.02,9.2,0.23,378.0,149.63030753623187
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.9,7.4,1.0,1.28,46.0,54.09876231884058
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,6.5,7.3,1.0,2.6,236.0,58.63439014492754
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,6.7,7.38,3.85,1.58,548.0,93.47078623188403
20,CHALIYAR AT KOOLIMADU,KERALA,7.0,7.1,0.5,0.44,385.0,51.43059536231885
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",PUNJAB,5.53,7.3,9.33,1.57,35760.0,941.4323862898552
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,7.7,7.907999999999999,6.9,2.0,2.0,112.51160266666663
18,"PERIYAR AT KALADY, KERALA",KERALA,7.3,6.6,0.6,0.41,304.0,40.490014492753616
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.8,7.6,2.25,0.36,424.0,77.58610260869565
1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,4.3,7.5,24.5,7.65,33750.0,1036.3716765217391
2284,R NEYYAR AT ARUVIPURAM,KERALA,7.2,7.0,0.6,0.0,165.0,44.6663747826087
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.7,6.9,1.0,0.3,1043.0,68.8194295652174
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMIL NADU,7.4,7.0,1.6,0.05,78.0,50.57318753623187
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,7.0,6.8,3.0,0.32,69.0,62.29021536231885
21,"CHALIYAR AT KALLAPALLY, KERALA",KERALA,7.0,7.112,0.5,0.24,0.24,43.14898669565219
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,6.7,7.8,4.8,1.0,440.0,104.36794289855074
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN,6.8,8.0,21.0,1.5,180.0,245.3970626086956
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,5.1,6.9,2.1,0.68,408.0,72.4693075362319
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,6.8,7.68,4.47,0.4,12.0,89.28597994202899
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,5.2,7.2,1.65,0.04,37.0,64.1601072463768
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,6.6,7.9,3.2,0.52,44.0,83.51654985507247
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,6.4,8.0,3.9,0.5,512.0,102.84941710144926
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,7.3,7.5,1.2,1.58,15816.0,407.9987744927537
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,5.3,6.4,1.1,0.11,345.0,52.95281362318842
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,6.1,7.7,1.36,0.0125,264.0,71.0222779710145
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,5.1,7.3,14.8,5.0,2125.0,231.49714753623184
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,7.2,7.3,2.2,1.0,26.0,61.001088115942025
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,7.4,6.5,1.5,0.12,98.0,41.472380869565214
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,7.4,8.0,1.9,0.2,2950.0,135.40078753623192
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,7.6,7.9,1.6,0.4,12.0,63.852740289855085
3363,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,6.8,6.6,1.9,3.07,18.0,48.15217594202898
2306,R UPPALA AT  UPPALA BR.,KERALA,6.6,7.3,0.6,0.71,1326.0,81.58652318840579
3373,WAH BLEI,MEGHALAYA,7.4,7.2,1.9,3.0,14.0,55.585160869565215
2284,R NEYYAR AT ARUVIPURAM,KERALA,7.1,6.8,1.2,0.4,620.0,57.34923507246376
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,6.7,6.3,1.2,0.2,1583.0,72.13891623188407
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,7.95,6.56,1.5,0.08,24.0,38.22701927536232
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,5.9,6.6,1.1,0.18,8.0,44.9949452173913
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,6.7,7.8,4.4,4.78,4.0,92.81064289855074
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,7.1,7.2,1.6,0.48,74.0,55.48721173913044
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.9,7.1,0.5,0.26,125.0,46.066362318840575
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,6.2,7.3,4.0,0.5,169.0,84.98297101449273
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,5.5,7.4,25.0,6.8,32000.0,994.0575997101448
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,6.2,7.4,5.1,0.95,209.0,97.37727101449276
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,6.8,7.7,3.4,0.63,23.0,80.41544260869566
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,7.2,6.7,0.8,0.44,1000.0,59.95412144927537
1571,"KORINGODA KAKKADAVU,  KERALA",KERALA,7.4,7.0,1.1,0.11,1043.0,67.87294753623188
3364,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,2.1,7.0,45.6,10.61,51250.0,1616.225016231884
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN,6.7,7.5,4.566666666666666,0.1,11.0,87.41463623188405
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,6.0,7.3,6.0,2.1,1000.0,123.27817826086957
2703,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,6.6,7.5,2.4,0.3,6.0,68.64271652173912
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,6.4,7.1,0.8,0.19,110.0,52.30910376811593
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,7.4,7.0,2.0,0.1,700.0,68.15693420289855
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,6.6,7.5,3.7,0.25,16.0,80.35880985507248
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,5.9,6.7,1.5,0.52,144.0,56.47239855072464
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,6.2,7.2,1.5,0.1,98.0,64.46381768115943
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,1.2,7.1,45.7,15.6,51583.0,1633.209812173913
2426,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,7.0,8.1,1.0,0.4,785.0,82.2911420289855
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,3.2,7.6,27.3,19.2,20250.0,765.6620530434783
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,6.7,6.8,1.2,0.17,2140.0,93.27009623188404
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,7.3,7.3,4.0,0.08,88.25,77.75925349275363
1573,"IRUMPANAM, KERALA",KERALA,2.8,6.6,2.3,0.6,263.0,76.47624086956522
1563,"AMARAVILA, KERALA",KERALA,7.1,6.83,0.7,0.84,850.0,58.54566173913044
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.5,7.0,0.8,0.1,1400.0,72.82198724637682
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,7.0,6.72,1.58,0.14,1956.0,90.23378136231884
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,6.8,7.2,2.6,0.08,33.0,65.07562927536232
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,6.0,7.3,1.2,3.0,3.0,57.71037826086956
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,6.7,6.6,1.3,0.22,2461.0,97.83170289855072
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,5.9,7.6,4.9,2.47,23.0,96.53921855072466
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,7.3,6.7,1.4,0.1,2638.0,101.5076411594203
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.2,8.0,3.7,0.63,6625.0,235.4915747826087
1568,"VALAYAM, KERALA",KERALA,6.4,6.75,0.68,0.19,197.0,45.59080976811593
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,7.7,7.1,1.5,3.42,16.0,48.96819999999999
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.9,7.2,5.4,2.05,1950.0,141.22115855072465
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.7,6.93,0.68,0.77,2100.0,90.24251623188408
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,5.8,6.9,3.8,0.5,5382.0,195.1056588405797
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.5,7.1,1.0,0.0,155.0,53.29702347826088
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,7.0,7.6,1.6,0.67,1081.0,85.73304202898551
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,6.4,6.4,1.2,1.0,142.0,42.99568376811594
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,6.7,7.7,3.3,3.0,4.0,79.8366895652174
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,6.3,7.5,0.9,0.14,5.0,56.81084405797102
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN,7.3,7.4,0.7,0.3,6.0,48.50082782608696
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,6.73,6.73,0.9,0.74,1867.0,83.15940414492754
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.7,7.56,4.94,0.45,11.0,91.8318975652174
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,7.3,7.3,2.3,1.0,115.0,63.44778115942028
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,7.2,7.84,1.76,0.53,78.0,67.67011744927535
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",PUNJAB,5.9,7.8,11.1,3.5,94000.0,2280.8846718840578
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,7.1,6.8,1.5,1.12,230.0,51.255335072463765
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,6.0,7.7,8.6,1.0,47.0,131.4708315942029
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,6.3,6.7,1.3,0.17,55.0,48.03436405797103
1572,"PADIYATHADKA, KERALA",KERALA,7.0,7.13,0.7,0.17,323.0,52.44439536231884
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,6.0,7.6,1.1,1.1,3.0,61.88726492753623
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,6.9,6.9,2.2,3.48,1576.0,90.01351565217392
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,7.0,7.4,0.7,0.1,301.0,56.52444202898552
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",ORISSA,7.5,8.1,2.1,0.4,3390.0,148.14226724637683
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,5.7,6.9,1.0,0.14,939.0,71.39778579710145
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,3.3,7.5,185.0,1.75,2200.0,1750.9327594202896
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,6.2,6.9,1.3,0.2,372.0,58.66643101449276
2052,"TUIRIAL UPPER CATCHMENT, MIZORAM",MIZORAM,7.3,7.8,0.5,0.14,15.0,53.86903449275363
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,5.6,8.17,4.6,0.46,4500.0,206.14445942028985
2302,NEELASWARAM AT NAMBIARKAL ,KERALA,7.0,6.9,0.9,0.17,56.0,44.870415362318845
1442,"VAMANAPURAM, KERALA",KERALA,6.9,7.5,0.6,0.0,319.0,58.45593565217391
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMIL NADU,6.8,6.7,2.1,1.84,280.0,57.459495942029
1564,"AYUR, KERALA",KERALA,6.87,7.07,0.53,0.28,60.0,44.62556907246378
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.8,6.9,0.5,0.2,391.0,50.79900927536234
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,3.5,7.4,20.0,13.2,8000.0,419.051932173913
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,7.6,7.1,2.0,2.6,37.0,54.24709362318841
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,7.3,7.2,0.7,1.7,4871.0,155.68357449275362
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMIL NADU,6.6,6.9,2.3,0.59,110.0,59.74664318840579
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.2,7.7,1.2,0.51,980.0,80.53673478260869
3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,6.4,6.7,1.0,0.2,6073.0,179.49243710144927
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,6.8,7.6,3.0,0.54,124.0,77.38312260869564
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,4.8,7.4,16.0,5.03,3138.0,267.6216284057971
1208,BHAVANI AT ELACHIVAZHY,KERALA,7.3,7.4,0.6,0.44,245.0,52.95463449275364
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,7.2,6.9,3.8,0.07,44.0,68.57932811594203
2707,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,7.1,7.9,3.1,0.47,31.0,79.94062840579711
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,7.1,7.94,1.52,0.11,26.0,66.52023840579712
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,4.4,7.3,21.5,4.0,21000.0,718.9796428985508
2463,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",DAMAN,6.7,8.3,8.0,2.93,307.5,138.72035623188407
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,5.3,6.8,2.8,0.79,106.0,68.62050028985507
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,6.7,7.0,2.5,0.1,17.0,60.63514289855073
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.0,7.3,1.7,0.56,256.0,67.50028492753623
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.9,7.4,0.8,0.29,1807.0,94.40412231884058
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,7.5,7.53,1.41,0.57,32.0,56.65727991304348
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,7.7,8.1,2.0,0.75,12675.0,357.30688000000004
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,6.5,7.7,9.8,2.6,19750.0,597.8798301449276
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,6.8,7.4,3.7,2.26,4.0,77.622235942029
1569,"THALIPARAMBA, KERALA",KERALA,6.83,7.0,0.7,0.34,173.0,51.61116985507247
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.8,7.3,3.3,1.6,3.5,73.11516594202898
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,6.9,7.3,3.8,0.68,108.0,78.45736231884057
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,5.3,7.4,13.0,4.0,13775.0,477.6983602898551
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,5.9,7.2,2.1,0.08,2511.222222222222,119.45376299516909
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,6.8,7.2,3.9,0.49,480.0,86.433275942029
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.8,7.9,9.5,1.42,231.0,155.60316550724636
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,6.6,7.3,0.7,0.57,281.0,56.29577652173912
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,5.0,6.9,25.5,3.8,15500.0,624.1226544927537
1547,TALPONA AT CANACONA,GOA,6.9,6.5,1.4,0.6,10.0,41.0802756521739
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,6.06,7.6,4.3,0.22,45.0,92.09107942028984
1566,R KADALUNDI AT THIRURANGADY,KERALA,6.0,6.7,1.2,0.29,253.0,52.58138492753623
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,7.4,6.07,1.68,0.28,12.0,33.72285020289856
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,7.8,7.2,1.9,0.15,128.0,55.95969304347827
2298,R KUPPAM AT RAYAROM,KERALA,7.1,6.4,0.9,0.13,178.0,37.653815072463765
