STATION CODE,LOCATIONS,STATE,D.O. (mg/l),PH,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),WQI
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,5.6,7.3,14.0,4.2,8000.0,365.3051060869565
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,7.7,7.1,1.9,3.89,11.0,52.43470666666665
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,7.4,8.0,1.5,0.53,1356.0,95.97918753623188
1475,ZUARI AT PANCHAWADI,GOA,6.6,6.6,1.5,0.65,4.0,45.0338831884058
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,5.35,7.19,1.32,0.26,11.0,59.80951614492755
2296,THALLASSERY AT PATHIPPALAM,KERALA,6.6,6.7,0.8,0.38,185.0,44.60786318840581
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,4.2,7.6,31.8,7.6,20000.0,795.2605368115943
1642,"NAGAVALLI AT JAYKAYPUR D/S, ODISHA",ODISHA,7.4,7.8,1.9,1.0,20880.0,529.7001342028985
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,6.7,7.5,3.6,0.73,85.0,80.58750289855072
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,7.6,6.3,0.5,0.2,1040.0,49.53389362318841
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,6.9,7.2,2.3,0.13,108.0,63.40412898550724
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.1,7.0,1.8,0.58,89.0,58.931324637681165
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,7.2,7.5,2.3,4.1,31.0,65.81454144927537
2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.4,6.7,0.5,0.2,1400.0,70.35719710144927
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,2.1,7.2,37.2,18.2,39444.0,1280.384456231884
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,4.9,7.94,3.1,0.6,1810.0,131.1234087826087
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,6.4,7.1,2.3,0.62,209.0,66.35923710144925
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN,5.9,7.5,56.5,7.7,180.0,561.4638918840578
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,6.3,6.6,1.6,0.1,1427.0,79.43603072463767
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,6.3,7.1,1.3,0.57,248.0,58.86257739130436
2306,R UPPALA AT  UPPALA BR.,KERALA,7.3,6.5,1.4,0.5,1280.0,67.81589449275363
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,6.6,6.3,1.2,0.93,190.0,41.496296521739126
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,6.8,6.9,1.7,0.1,449.0,60.931175942029
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,6.8,6.92,0.46,0.12,151.0,43.65135860869566
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,6.6,7.47,4.96,0.67,16.0,91.08932585507246
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,5.1,7.4,21.9,6.63,36250.0,1061.2794008695653
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,7.6,6.6,1.15,0.15,70.0,38.54084695652173
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,7.0,8.0,3.6,1.0,44.0,86.92676202898552
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,5.9,7.3,1.6,0.14,962.0,83.12563188405798
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,7.7,7.4,1.6,3.32,25.0,55.25816666666668
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,5.6,8.0,2.13,0.1,503.0,91.29057942028986
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,6.8,6.5,1.8,0.15,295.0,51.45398260869565
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",MEGHALAYA,7.2,7.8,0.28,0.15,19.0,52.47193478260869
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,7.2,7.6,3.2,1.0,22.0,74.97752811594202
1570,R NEELASWARAM AT HOSDURG,KERALA,6.2,7.2,0.8,0.39,830.0,73.01684434782608
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,7.5,7.9,1.3,0.6,613.0,79.6655539130435
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,6.0,7.3,5.58,0.7,14.0,98.3127515942029
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,6.7,7.8,4.9,0.3,12.0,95.59064956521738
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,6.4,7.0,0.8,0.73,271.0,52.72548376811594
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,7.2,6.9,1.3,0.11,33.0,46.16000144927537
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,7.2,7.0,0.8,0.16,94.0,45.10340811594203
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,6.7,6.4,1.4,0.1,2147.0,88.21802289855074
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,6.9,7.2,1.1,0.11,6.0,50.46462231884057
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,4.2,7.6,0.7,0.18,2.0,67.93054347826086
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,5.4,6.7,1.1,0.3,60.0,50.19398
1573,CHITTHRAPUZHA AT IRUMPANAM,KERALA,2.0,6.8,2.4,2.3,1525.0,113.5955231884058
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,5.5,7.8,1.3,0.21,2.0,69.33099304347826
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,8.1,7.99375,2.5,1.9942857142857144,17486.375,457.43946557867497
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,6.9,7.3,2.2,1.25,2.0,61.959542318840576
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,7.8,6.4,2.0,0.268,13.0,40.34205437681161
1566,KADALUNDY AT THIRURANGADY,KERALA,6.0,7.0,1.1,0.13,183.0,55.2712715942029
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,6.62,7.72,2.17,0.12,2.0,70.20214513043477
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,7.0,6.7,1.3,0.28,168.0,46.67360202898552
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,0.9,7.2,61.1,19.6,64250.0,2055.810626376812
2352,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,6.5,7.9,0.9,3.8,3.0,63.17217014492754
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.9,7.8,6.8,1.61,114.0,125.998731884058
2303,R PULLUR AT PULLUR BR.,KERALA,6.5,6.3,1.0,0.22,87.0,37.6966368115942
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,4.5,6.9,2.1,0.6,131.0,68.80936260869566
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,7.0,8.0,3.3,0.46,33.0,83.96286202898551
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,6.4,7.7,3.6,0.77,504.0,94.85481710144929
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.8,6.6,0.5,0.4,1719.0,73.700195942029
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.3,7.9,2.9,2.23,9026.0,282.9675211594203
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,6.9,8.0,0.9,0.7,2.0,62.946188985507234
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,5.2,7.1,2.6,0.3,5073.0,184.12521391304347
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",PUNJAB,6.1,7.8,8.1,2.9,37250.0,985.9126979710144
43,['FECAL COLIFORM (MPN/100ml)'],KERALA,7.1,6.877000000000001,1.4,0.37,0.37,46.528230072463785
2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.9,7.6,2.5,0.59,4830.0,199.0881710144928
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,7.6,7.4,2.4,1.0,223.0,67.11284028985509
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,5.9,6.6,1.76,0.33,170.0,54.667395217391295
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,6.7,7.5,1.7,0.0,194.0,66.3653095652174
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,7.4,7.1,1.5,2.9,13.0,50.27796753623189
2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,6.1,7.3,5.1,2.02,82.0,93.43858463768116
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,6.1,8.0,0.9,1.0,2.0,66.79820463768117
2290,PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.2,6.6,1.7,0.56,253.0,63.895130144927535
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,4.9,7.33,14.53,2.2,1233.0,212.57246211594205
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,6.6,6.9,5.4,1.0,17.0,85.10564985507249
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,7.1,7.3,1.5,0.36,595.0,68.15744173913043
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,8.0,8.2,0.5,0.65375,12.0,57.47797579710144
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,5.5,7.7,1.5,0.08,7086.0,228.52909971014495
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,5.6,6.8,1.9,0.06,82.0,58.508266086956525
2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.2,7.0,0.9,1.05,162.0,53.381004347826085
1567,"KUTTIYADY ESTATE, KERALA",KERALA,7.03,6.53,0.53,0.14,193.0,37.42513527536232
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,4.8,7.4,17.0,4.7,20500.0,666.6862684057971
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, AP",ANDHRA PRADESH,7.8,7.540000000000001,1.7,2.19,2.19,59.78431604347829
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,5.0,3.2,7.0,2.5,27.0,43.19624115942029
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,7.0,7.4,0.9,0.32,800.0,69.50849536231887
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.5,7.8,1.4,0.89,8281.0,247.75948057971016
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,6.9,7.5,3.6,0.4,316.0,84.76518898550724
1543,RIVER KALNA AT CHANDELNAN PERNEM,GOA,7.3,6.1,0.9,0.33,6.0,27.68714782608695
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6.3,6.8,1.2,0.16,73.0,48.77411072463769
1442,VAMANAPURAM,KERALA,7.5,6.8,1.3,0.6,178.0,46.32329391304348
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,1.8,6.8,5.5,1.8,20458.0,566.4111104347826
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,7.5,7.2,2.1,0.1,220.0,61.26972724637681
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,6.8,8.0,2.8,0.3,32120.0,801.1034226086957
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,7.8,7.1,1.9,0.52,303.0,58.1417663768116
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.0,6.4,1.4,0.61,193.0,47.7614715942029
2422,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",ODISHA,7.3,8.0,1.3,0.5,1295.0,93.18911449275365
2459,DAMANGANGA AT ZUARI CAUSE WAY BRIDGE,DAMAN,4.2,7.9,18.0,7.0,92.5,228.9823768115942
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,6.6,7.2,1.9,0.34,105.0,61.32616985507247
1571,"KAKKADAVU,  KERALA",KERALA,7.5,7.3,0.8,0.31,1253.0,74.67312724637682
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,6.5,6.9,1.3,0.47,468.0,59.40399014492755
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6.0,6.4,2.1,0.28,87.0,51.5794115942029
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,7.1,7.1,1.9,5.6,22.0,55.7592084057971
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,7.4,7.0,0.1,0.0,165.0,39.26764086956521
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,6.7,7.6,4.1,0.15,92.0,86.85992956521739
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,5.5,8.1,8.4,2.15,16.0,137.91541971014487
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,4.4,8.23,1.39,0.08,14.0,83.16489623188407
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,7.8,7.9,1.5,0.35,7742.0,236.11749971014493
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.3,7.2,11.3,4.0,1350.0,179.9901002898551
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,7.2,7.2,0.7,0.2,441.0,55.19058144927536
1564,"AYUR, KERALA",KERALA,6.2,7.0,0.6,0.93,282.0,52.18574434782608
3375,LUKHA RIVER,MEGHALAYA,6.8,2.7,3.2,2.33,4.0,-8.214970724637684
2295,R CORAPUZHA AT KANAYANKODE,KERALA,5.6,7.0,1.2,0.41,725.0,73.15973275362319
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,7.1,7.6,0.5,0.19,710.0,67.03921507246376
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,6.9,7.5,2.8,1.0,3.0,70.73794898550724
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,5.8,7.4,1.4,0.8,285.0,68.22737884057972
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,6.5,7.1,1.6,0.1,1243.0,83.4849968115942
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,6.9,6.7,0.9,0.21,691.0,55.35945565217392
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,6.6,6.5,1.8,0.87,0.0,45.86009652173913
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,8.2,8.4,2.9,0.0,53.5,82.10907521739131
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,6.71,6.96,0.67,0.45,1457.0,75.95226886956522
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,7.2,6.5,1.6,0.25,17.0,43.30958811594203
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,7.5,7.413000000000001,6.5,0.51,0.51,98.98239691304347
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,7.1,6.3,3.5,1.0,24.0,55.584915072463765
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.6,6.8,1.6,0.31,48.0,45.50334028985508
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,7.1,7.5,3.4,4.4,17.0,75.75688840579708
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,7.0,8.3,3.8,0.48,44.0,93.8485286956522
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,9.0,7.3,1.8,7.2,220.0,53.828029565217385
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,7.5,7.35,2.25,0.74,1515.0,100.93474057971014
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.9,7.6,3.8,0.26,143.0,84.38392231884058
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,7.5,7.491999999999999,2.6,0.16,0.16,65.80520924637679
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,5.4,7.8,0.8,2.4,7.0,65.73844
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.8,6.6,0.5,0.44,1225.0,62.583449275362334
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.2,6.3,1.5,0.1,7942.0,215.264068115942
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,0.0,7.1,46.0,4.8,3000.0,548.649095652174
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,7.1,8.0,2.0,0.35,7500.0,240.35588840579717
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,5.8,6.6,1.0,0.26,25.0,44.86087884057972
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,5.6,6.9,4.5,1.72,58.0,82.99877942028985
3372,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,8.0,7.1,1.4,3.35,10.0,46.48232579710144
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,6.7,6.4,4.6,0.1,10.0,68.56190289855073
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,7.0,7.0,1.2,0.66,1298.0,76.57392869565217
1438,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT,4.6,7.2,4.0,0.33,900.0,107.58115565217392
21,CHALIYAR AT CHUNGAPALLY,KERALA,7.0,7.3,0.9,0.29,256.0,57.96639536231885
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,6.8,7.1,0.8,0.5,693.0,61.98602927536233
1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,4.9,7.4,17.5,4.77,22000.0,704.4017547826087
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,6.5,7.4,1.0,0.13,26.0,55.51455681159421
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,6.5,6.5,0.7,0.25,850.0,55.9534768115942
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,6.9,7.3,4.33,1.0,322.0,88.05058898550725
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,5.2,2.9,7.8,1.5,16.0,43.76601391304346
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,6.4,7.4,37.8,1.79,413.0,390.6185171014493
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,6.6,7.1,1.5,0.67,74.0,55.38428985507246
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,9.9,7.2,1.5,2.31,21.0,40.10414695652174
1568,"R MAHE AT VALAYAM, KERALA",KERALA,7.3,7.2,0.6,0.19,160.0,47.57460115942029
2051,"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",MIZORAM,6.5,7.9,0.6,0.1166666666666666,3.0,60.02585903381644
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,6.0,8.2,2.28,0.4,28650.0,730.834411594203
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.6,7.2,2.1,0.3,92.0,72.8825660869565
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,5.7,7.5,24.0,14.18,7863.0,443.34420579710144
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,3.1,7.2,21.8,19.0,22556.0,759.3414333333334
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.8,7.04,0.41,0.15,238.0,49.096540608695655
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,6.3,7.7,4.4,5.37,4.0,94.38019739130436
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.9,7.0,0.9,0.08,300.0,51.84438231884057
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.6,7.1,1.3,0.2,356.0,60.234263188405805
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,7.5,7.2,0.6,0.15,285.0,49.46471391304348
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,6.7,7.5,1.6,0.9,199.0,65.4692295652174
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.3,7.6,1.8,0.24,738.0,83.24285739130437
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,7.0,6.7,1.1,0.37,158.0,45.91524202898552
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,5.7,7.3,14.3,13.75,20250.0,635.4293324637681
1384,"MANIMALA AT THONDRA, KERALA",KERALA,7.0,6.741111111111111,0.5,0.3,0.3,37.17320158454106
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,4.4,7.1,41.0,1.2,92.0,416.1052295652174
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,5.6,7.3,1.6,0.4,268.0,68.81045942028986
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.6,6.8,1.0,0.2,275.0,50.1212031884058
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,8.8,7.0,1.6,5.0,1800.0,83.04675014492753
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,7.1,7.3,1.4,0.84,3.0,53.88842173913043
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,2.9,6.7,2.2,1.28,403.0,80.02398057971016
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,7.0,7.0,1.7,2.43,250.0,57.51960869565219
2306,R UPPALA AT  UPPALA BR.,KERALA,6.2,7.2,1.3,0.22,61.0,58.84579768115942
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,4.83,7.53,13.33,1.93,2300.0,232.00836898550727
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,6.5,6.6,1.2,0.37,142.0,45.9984568115942
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,4.5,6.6,2.1,0.34,196.0,66.10327594202899
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,7.2,7.6,3.4,1.89,29.0,77.00257478260869
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,6.6,7.3,1.3,0.12,8.5,55.502966521739125
1569,"THALIPARAMBA, KERALA",KERALA,6.6,6.9,0.7,0.3,338.0,53.22569652173913
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,6.8,8.2,4.0,0.49,49.0,94.991895942029
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.5,8.0,1.9,0.39,3005.0,136.3442939130435
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.4,7.0,2.45,0.13,467.0,66.85329420289855
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,7.5,7.121111111111111,1.2,0.57,0.57,46.96626380193237
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,0.5,7.1,21.2,4.41,3317.0,334.8805208695652
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,3.9,7.1,16.9,16.61,16500.0,574.3888310144927
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,6.1,6.7,0.9,0.33,655.0,58.46131130434783
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,6.1,6.7,1.4,0.3,3355.0,123.57109130434782
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,6.9,7.5,3.4,0.54,149.0,79.2714356521739
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,5.3,7.4,27.0,3.35,48000.0,1399.9462536231886
1149,KOLAK AT PATALIA BDG.,GUJARAT,3.7,8.2,4.3,1.66,6.0,111.78457159420287
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,6.08,7.7,3.2,0.15,450.0,91.97466869565216
1568,"VALAYAM, KERALA",KERALA,6.63,7.07,0.63,0.45,337.0,52.859630434782616
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,6.03,7.37,3.27,0.67,2390.0,131.07251150724636
1563,R NEYYAR AT AMARAVILA,KERALA,6.6,7.3,1.4,0.39,838.0,75.07809652173913
1572,PADIYATHADKA,KERALA,7.6,7.3,1.0,0.63,1175.0,74.26570695652174
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,6.3,7.8,4.6,0.9,15.0,95.02341739130436
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN,3.7,7.5,13.5,25.71,96.5,194.33658826086955
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,6.7,7.6,2.9,0.76,24.0,74.75038289855074
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,5.48,7.82,6.9,1.26,87.25,121.4686254347826
